Age,Sex,Location,Mortality,Year,Week,2015,2016,2017,2018,2019,Mean_Mortality,STD,Z-Score(95%),Conf_interval,Lower_bound_Mean_mortality,Upper_bound_Mean_mortality,Excess_mortality_Mean,Excess_mortality_fluc
(45-49),Male,Bulgaria,56,2020,49,268.0,298.0,258.0,282.0,277.0,276.6,13.5,1.96,11.8,264.8,288.40000000000003,-220.6,11.8
(50-54),Male,Bulgaria,90,2020,49,268.0,298.0,258.0,282.0,277.0,276.6,13.5,1.96,11.8,264.8,288.40000000000003,-186.6,11.8
(55-59),Male,Bulgaria,189,2020,49,268.0,298.0,258.0,282.0,277.0,276.6,13.5,1.96,11.8,264.8,288.40000000000003,-87.6,11.8
(60-64),Male,Bulgaria,226,2020,49,268.0,298.0,258.0,282.0,277.0,276.6,13.5,1.96,11.8,264.8,288.40000000000003,-50.6,11.8
(40-44),Male,Severna i yugoiztochna Bulgaria,15,2020,49,152.0,181.0,130.0,162.0,135.0,152.0,18.5,1.96,16.2,135.8,168.2,-137.0,16.2
(45-49),Male,Severna i yugoiztochna Bulgaria,26,2020,49,152.0,181.0,130.0,162.0,135.0,152.0,18.5,1.96,16.2,135.8,168.2,-126.0,16.2
(50-54),Male,Severna i yugoiztochna Bulgaria,43,2020,49,152.0,181.0,130.0,162.0,135.0,152.0,18.5,1.96,16.2,135.8,168.2,-109.0,16.2
(55-59),Male,Severna i yugoiztochna Bulgaria,95,2020,49,152.0,181.0,130.0,162.0,135.0,152.0,18.5,1.96,16.2,135.8,168.2,-57.0,16.2
(60-64),Male,Severna i yugoiztochna Bulgaria,113,2020,49,152.0,181.0,130.0,162.0,135.0,152.0,18.5,1.96,16.2,135.8,168.2,-39.0,16.2
(40-44),Male,Severozapaden,2,2020,49,44.0,46.0,26.0,45.0,33.0,38.8,7.9,1.96,6.9,31.9,45.699999999999996,-36.8,6.9
(45-49),Male,Severozapaden,9,2020,49,44.0,46.0,26.0,45.0,33.0,38.8,7.9,1.96,6.9,31.9,45.699999999999996,-29.8,6.9
(50-54),Male,Severozapaden,12,2020,49,44.0,46.0,26.0,45.0,33.0,38.8,7.9,1.96,6.9,31.9,45.699999999999996,-26.8,6.9
(55-59),Male,Severozapaden,23,2020,49,44.0,46.0,26.0,45.0,33.0,38.8,7.9,1.96,6.9,31.9,45.699999999999996,-15.8,6.9
(60-64),Male,Severozapaden,23,2020,49,44.0,46.0,26.0,45.0,33.0,38.8,7.9,1.96,6.9,31.9,45.699999999999996,-15.8,6.9
(40-44),Male,Vidin,0,2020,49,7.0,3.0,3.0,11.0,3.0,5.4,3.2,1.96,2.8,2.6000000000000005,8.2,-5.4,2.8
(45-49),Male,Vidin,0,2020,49,7.0,3.0,3.0,11.0,3.0,5.4,3.2,1.96,2.8,2.6000000000000005,8.2,-5.4,2.8
(50-54),Male,Vidin,1,2020,49,7.0,3.0,3.0,11.0,3.0,5.4,3.2,1.96,2.8,2.6000000000000005,8.2,-4.4,2.8
(55-59),Male,Vidin,3,2020,49,7.0,3.0,3.0,11.0,3.0,5.4,3.2,1.96,2.8,2.6000000000000005,8.2,-2.4,2.8
(60-64),Male,Vidin,4,2020,49,7.0,3.0,3.0,11.0,3.0,5.4,3.2,1.96,2.8,2.6000000000000005,8.2,-1.4,2.8
(40-44),Male,Montana,0,2020,49,5.0,6.0,6.0,4.0,5.0,5.2,0.7,1.96,0.6,4.6000000000000005,5.8,-5.2,0.6
(45-49),Male,Montana,3,2020,49,5.0,6.0,6.0,4.0,5.0,5.2,0.7,1.96,0.6,4.6000000000000005,5.8,-2.2,0.6
(50-54),Male,Montana,6,2020,49,5.0,6.0,6.0,4.0,5.0,5.2,0.7,1.96,0.6,4.6000000000000005,5.8,0.8,0.6
(55-59),Male,Montana,5,2020,49,5.0,6.0,6.0,4.0,5.0,5.2,0.7,1.96,0.6,4.6000000000000005,5.8,-0.2,0.6
(60-64),Male,Montana,5,2020,49,5.0,6.0,6.0,4.0,5.0,5.2,0.7,1.96,0.6,4.6000000000000005,5.8,-0.2,0.6
(40-44),Male,Vratsa,0,2020,49,16.0,12.0,8.0,8.0,10.0,10.8,3.0,1.96,2.6,8.200000000000001,13.4,-10.8,2.6
(45-49),Male,Vratsa,0,2020,49,16.0,12.0,8.0,8.0,10.0,10.8,3.0,1.96,2.6,8.200000000000001,13.4,-10.8,2.6
(50-54),Male,Vratsa,1,2020,49,16.0,12.0,8.0,8.0,10.0,10.8,3.0,1.96,2.6,8.200000000000001,13.4,-9.8,2.6
(55-59),Male,Vratsa,5,2020,49,16.0,12.0,8.0,8.0,10.0,10.8,3.0,1.96,2.6,8.200000000000001,13.4,-5.8,2.6
(60-64),Male,Vratsa,3,2020,49,16.0,12.0,8.0,8.0,10.0,10.8,3.0,1.96,2.6,8.200000000000001,13.4,-7.8,2.6
(40-44),Male,Pleven,0,2020,49,8.0,17.0,5.0,12.0,9.0,10.2,4.1,1.96,3.6,6.6,13.799999999999999,-10.2,3.6
(45-49),Male,Pleven,6,2020,49,8.0,17.0,5.0,12.0,9.0,10.2,4.1,1.96,3.6,6.6,13.799999999999999,-4.2,3.6
(50-54),Male,Pleven,4,2020,49,8.0,17.0,5.0,12.0,9.0,10.2,4.1,1.96,3.6,6.6,13.799999999999999,-6.2,3.6
(55-59),Male,Pleven,6,2020,49,8.0,17.0,5.0,12.0,9.0,10.2,4.1,1.96,3.6,6.6,13.799999999999999,-4.2,3.6
(60-64),Male,Pleven,7,2020,49,8.0,17.0,5.0,12.0,9.0,10.2,4.1,1.96,3.6,6.6,13.799999999999999,-3.2,3.6
(40-44),Male,Lovech,2,2020,49,8.0,8.0,4.0,10.0,6.0,7.2,2.0,1.96,1.8,5.4,9.0,-5.2,1.8
(45-49),Male,Lovech,0,2020,49,8.0,8.0,4.0,10.0,6.0,7.2,2.0,1.96,1.8,5.4,9.0,-7.2,1.8
(50-54),Male,Lovech,0,2020,49,8.0,8.0,4.0,10.0,6.0,7.2,2.0,1.96,1.8,5.4,9.0,-7.2,1.8
(55-59),Male,Lovech,4,2020,49,8.0,8.0,4.0,10.0,6.0,7.2,2.0,1.96,1.8,5.4,9.0,-3.2,1.8
(60-64),Male,Lovech,4,2020,49,8.0,8.0,4.0,10.0,6.0,7.2,2.0,1.96,1.8,5.4,9.0,-3.2,1.8
(40-44),Male,Severen tsentralen,1,2020,49,34.0,38.0,30.0,32.0,25.0,31.8,4.3,1.96,3.8,28.0,35.6,-30.8,3.8
(45-49),Male,Severen tsentralen,3,2020,49,34.0,38.0,30.0,32.0,25.0,31.8,4.3,1.96,3.8,28.0,35.6,-28.8,3.8
(50-54),Male,Severen tsentralen,8,2020,49,34.0,38.0,30.0,32.0,25.0,31.8,4.3,1.96,3.8,28.0,35.6,-23.8,3.8
(55-59),Male,Severen tsentralen,19,2020,49,34.0,38.0,30.0,32.0,25.0,31.8,4.3,1.96,3.8,28.0,35.6,-12.8,3.8
(60-64),Male,Severen tsentralen,26,2020,49,34.0,38.0,30.0,32.0,25.0,31.8,4.3,1.96,3.8,28.0,35.6,-5.8,3.8
(40-44),Male,Veliko Tarnovo,0,2020,49,12.0,13.0,9.0,10.0,12.0,11.2,1.5,1.96,1.3,9.899999999999999,12.5,-11.2,1.3
(45-49),Male,Veliko Tarnovo,1,2020,49,12.0,13.0,9.0,10.0,12.0,11.2,1.5,1.96,1.3,9.899999999999999,12.5,-10.2,1.3
(50-54),Male,Veliko Tarnovo,2,2020,49,12.0,13.0,9.0,10.0,12.0,11.2,1.5,1.96,1.3,9.899999999999999,12.5,-9.2,1.3
(55-59),Male,Veliko Tarnovo,4,2020,49,12.0,13.0,9.0,10.0,12.0,11.2,1.5,1.96,1.3,9.899999999999999,12.5,-7.2,1.3
(60-64),Male,Veliko Tarnovo,9,2020,49,12.0,13.0,9.0,10.0,12.0,11.2,1.5,1.96,1.3,9.899999999999999,12.5,-2.2,1.3
(40-44),Male,Gabrovo,0,2020,49,5.0,6.0,5.0,0.0,2.0,3.6,2.2,1.96,1.9,1.7000000000000002,5.5,-3.6,1.9
(45-49),Male,Gabrovo,1,2020,49,5.0,6.0,5.0,0.0,2.0,3.6,2.2,1.96,1.9,1.7000000000000002,5.5,-2.6,1.9
(50-54),Male,Gabrovo,0,2020,49,5.0,6.0,5.0,0.0,2.0,3.6,2.2,1.96,1.9,1.7000000000000002,5.5,-3.6,1.9
(55-59),Male,Gabrovo,3,2020,49,5.0,6.0,5.0,0.0,2.0,3.6,2.2,1.96,1.9,1.7000000000000002,5.5,-0.6,1.9
(60-64),Male,Gabrovo,1,2020,49,5.0,6.0,5.0,0.0,2.0,3.6,2.2,1.96,1.9,1.7000000000000002,5.5,-2.6,1.9
(40-44),Male,Ruse,0,2020,49,7.0,10.0,8.0,8.0,6.0,7.8,1.3,1.96,1.1,6.699999999999999,8.9,-7.8,1.1
(45-49),Male,Ruse,1,2020,49,7.0,10.0,8.0,8.0,6.0,7.8,1.3,1.96,1.1,6.699999999999999,8.9,-6.8,1.1
(50-54),Male,Ruse,1,2020,49,7.0,10.0,8.0,8.0,6.0,7.8,1.3,1.96,1.1,6.699999999999999,8.9,-6.8,1.1
(55-59),Male,Ruse,5,2020,49,7.0,10.0,8.0,8.0,6.0,7.8,1.3,1.96,1.1,6.699999999999999,8.9,-2.8,1.1
(60-64),Male,Ruse,5,2020,49,7.0,10.0,8.0,8.0,6.0,7.8,1.3,1.96,1.1,6.699999999999999,8.9,-2.8,1.1
(40-44),Male,Razgrad,0,2020,49,4.0,6.0,4.0,4.0,4.0,4.4,0.8,1.96,0.7,3.7,5.1000000000000005,-4.4,0.7
(45-49),Male,Razgrad,0,2020,49,4.0,6.0,4.0,4.0,4.0,4.4,0.8,1.96,0.7,3.7,5.1000000000000005,-4.4,0.7
(50-54),Male,Razgrad,3,2020,49,4.0,6.0,4.0,4.0,4.0,4.4,0.8,1.96,0.7,3.7,5.1000000000000005,-1.4,0.7
(55-59),Male,Razgrad,4,2020,49,4.0,6.0,4.0,4.0,4.0,4.4,0.8,1.96,0.7,3.7,5.1000000000000005,-0.4,0.7
(60-64),Male,Razgrad,8,2020,49,4.0,6.0,4.0,4.0,4.0,4.4,0.8,1.96,0.7,3.7,5.1000000000000005,3.6,0.7
(40-44),Male,Silistra,1,2020,49,6.0,3.0,4.0,10.0,1.0,4.8,3.1,1.96,2.7,2.0999999999999996,7.5,-3.8,2.7
(45-49),Male,Silistra,0,2020,49,6.0,3.0,4.0,10.0,1.0,4.8,3.1,1.96,2.7,2.0999999999999996,7.5,-4.8,2.7
(50-54),Male,Silistra,2,2020,49,6.0,3.0,4.0,10.0,1.0,4.8,3.1,1.96,2.7,2.0999999999999996,7.5,-2.8,2.7
(55-59),Male,Silistra,3,2020,49,6.0,3.0,4.0,10.0,1.0,4.8,3.1,1.96,2.7,2.0999999999999996,7.5,-1.8,2.7
(60-64),Male,Silistra,3,2020,49,6.0,3.0,4.0,10.0,1.0,4.8,3.1,1.96,2.7,2.0999999999999996,7.5,-1.8,2.7
(40-44),Male,Severoiztochen,3,2020,49,36.0,45.0,42.0,38.0,39.0,40.0,3.2,1.96,2.8,37.2,42.8,-37.0,2.8
(45-49),Male,Severoiztochen,5,2020,49,36.0,45.0,42.0,38.0,39.0,40.0,3.2,1.96,2.8,37.2,42.8,-35.0,2.8
(50-54),Male,Severoiztochen,10,2020,49,36.0,45.0,42.0,38.0,39.0,40.0,3.2,1.96,2.8,37.2,42.8,-30.0,2.8
(55-59),Male,Severoiztochen,21,2020,49,36.0,45.0,42.0,38.0,39.0,40.0,3.2,1.96,2.8,37.2,42.8,-19.0,2.8
(60-64),Male,Severoiztochen,30,2020,49,36.0,45.0,42.0,38.0,39.0,40.0,3.2,1.96,2.8,37.2,42.8,-10.0,2.8
(40-44),Male,Varna,1,2020,49,18.0,19.0,22.0,15.0,13.0,17.4,3.1,1.96,2.7,14.7,20.099999999999998,-16.4,2.7
(45-49),Male,Varna,3,2020,49,18.0,19.0,22.0,15.0,13.0,17.4,3.1,1.96,2.7,14.7,20.099999999999998,-14.4,2.7
(50-54),Male,Varna,4,2020,49,18.0,19.0,22.0,15.0,13.0,17.4,3.1,1.96,2.7,14.7,20.099999999999998,-13.4,2.7
(55-59),Male,Varna,10,2020,49,18.0,19.0,22.0,15.0,13.0,17.4,3.1,1.96,2.7,14.7,20.099999999999998,-7.4,2.7
(60-64),Male,Varna,11,2020,49,18.0,19.0,22.0,15.0,13.0,17.4,3.1,1.96,2.7,14.7,20.099999999999998,-6.4,2.7
(40-44),Male,Dobrich,0,2020,49,5.0,6.0,9.0,9.0,12.0,8.2,2.5,1.96,2.2,5.999999999999999,10.399999999999999,-8.2,2.2
(45-49),Male,Dobrich,1,2020,49,5.0,6.0,9.0,9.0,12.0,8.2,2.5,1.96,2.2,5.999999999999999,10.399999999999999,-7.2,2.2
(50-54),Male,Dobrich,4,2020,49,5.0,6.0,9.0,9.0,12.0,8.2,2.5,1.96,2.2,5.999999999999999,10.399999999999999,-4.2,2.2
(55-59),Male,Dobrich,7,2020,49,5.0,6.0,9.0,9.0,12.0,8.2,2.5,1.96,2.2,5.999999999999999,10.399999999999999,-1.2,2.2
(60-64),Male,Dobrich,8,2020,49,5.0,6.0,9.0,9.0,12.0,8.2,2.5,1.96,2.2,5.999999999999999,10.399999999999999,-0.2,2.2
(40-44),Male,Shumen,1,2020,49,7.0,14.0,6.0,10.0,6.0,8.6,3.1,1.96,2.7,5.8999999999999995,11.3,-7.6,2.7
(45-49),Male,Shumen,1,2020,49,7.0,14.0,6.0,10.0,6.0,8.6,3.1,1.96,2.7,5.8999999999999995,11.3,-7.6,2.7
(50-54),Male,Shumen,1,2020,49,7.0,14.0,6.0,10.0,6.0,8.6,3.1,1.96,2.7,5.8999999999999995,11.3,-7.6,2.7
(55-59),Male,Shumen,2,2020,49,7.0,14.0,6.0,10.0,6.0,8.6,3.1,1.96,2.7,5.8999999999999995,11.3,-6.6,2.7
(60-64),Male,Shumen,6,2020,49,7.0,14.0,6.0,10.0,6.0,8.6,3.1,1.96,2.7,5.8999999999999995,11.3,-2.6,2.7
(40-44),Male,Targovishte,1,2020,49,6.0,6.0,5.0,4.0,8.0,5.8,1.3,1.96,1.1,4.699999999999999,6.9,-4.8,1.1
(45-49),Male,Targovishte,0,2020,49,6.0,6.0,5.0,4.0,8.0,5.8,1.3,1.96,1.1,4.699999999999999,6.9,-5.8,1.1
(50-54),Male,Targovishte,1,2020,49,6.0,6.0,5.0,4.0,8.0,5.8,1.3,1.96,1.1,4.699999999999999,6.9,-4.8,1.1
(55-59),Male,Targovishte,2,2020,49,6.0,6.0,5.0,4.0,8.0,5.8,1.3,1.96,1.1,4.699999999999999,6.9,-3.8,1.1
(60-64),Male,Targovishte,5,2020,49,6.0,6.0,5.0,4.0,8.0,5.8,1.3,1.96,1.1,4.699999999999999,6.9,-0.8,1.1
(40-44),Male,Yugoiztochen,9,2020,49,38.0,52.0,32.0,47.0,38.0,41.4,7.1,1.96,6.2,35.199999999999996,47.6,-32.4,6.2
(45-49),Male,Yugoiztochen,9,2020,49,38.0,52.0,32.0,47.0,38.0,41.4,7.1,1.96,6.2,35.199999999999996,47.6,-32.4,6.2
(50-54),Male,Yugoiztochen,13,2020,49,38.0,52.0,32.0,47.0,38.0,41.4,7.1,1.96,6.2,35.199999999999996,47.6,-28.4,6.2
(55-59),Male,Yugoiztochen,32,2020,49,38.0,52.0,32.0,47.0,38.0,41.4,7.1,1.96,6.2,35.199999999999996,47.6,-9.4,6.2
(60-64),Male,Yugoiztochen,34,2020,49,38.0,52.0,32.0,47.0,38.0,41.4,7.1,1.96,6.2,35.199999999999996,47.6,-7.4,6.2
(40-44),Male,Burgas,1,2020,49,15.0,17.0,9.0,20.0,15.0,15.2,3.6,1.96,3.2,12.0,18.4,-14.2,3.2
(45-49),Male,Burgas,2,2020,49,15.0,17.0,9.0,20.0,15.0,15.2,3.6,1.96,3.2,12.0,18.4,-13.2,3.2
(50-54),Male,Burgas,6,2020,49,15.0,17.0,9.0,20.0,15.0,15.2,3.6,1.96,3.2,12.0,18.4,-9.2,3.2
(55-59),Male,Burgas,11,2020,49,15.0,17.0,9.0,20.0,15.0,15.2,3.6,1.96,3.2,12.0,18.4,-4.2,3.2
(60-64),Male,Burgas,15,2020,49,15.0,17.0,9.0,20.0,15.0,15.2,3.6,1.96,3.2,12.0,18.4,-0.2,3.2
(40-44),Male,Sliven,2,2020,49,6.0,13.0,8.0,9.0,4.0,8.0,3.0,1.96,2.6,5.4,10.6,-6.0,2.6
(45-49),Male,Sliven,1,2020,49,6.0,13.0,8.0,9.0,4.0,8.0,3.0,1.96,2.6,5.4,10.6,-7.0,2.6
(50-54),Male,Sliven,1,2020,49,6.0,13.0,8.0,9.0,4.0,8.0,3.0,1.96,2.6,5.4,10.6,-7.0,2.6
(55-59),Male,Sliven,3,2020,49,6.0,13.0,8.0,9.0,4.0,8.0,3.0,1.96,2.6,5.4,10.6,-5.0,2.6
(60-64),Male,Sliven,3,2020,49,6.0,13.0,8.0,9.0,4.0,8.0,3.0,1.96,2.6,5.4,10.6,-5.0,2.6
(40-44),Male,Yambol,3,2020,49,5.0,4.0,2.0,8.0,4.0,4.6,2.0,1.96,1.8,2.8,6.3999999999999995,-1.6,1.8
(45-49),Male,Yambol,0,2020,49,5.0,4.0,2.0,8.0,4.0,4.6,2.0,1.96,1.8,2.8,6.3999999999999995,-4.6,1.8
(50-54),Male,Yambol,0,2020,49,5.0,4.0,2.0,8.0,4.0,4.6,2.0,1.96,1.8,2.8,6.3999999999999995,-4.6,1.8
(55-59),Male,Yambol,6,2020,49,5.0,4.0,2.0,8.0,4.0,4.6,2.0,1.96,1.8,2.8,6.3999999999999995,1.4,1.8
(60-64),Male,Yambol,8,2020,49,5.0,4.0,2.0,8.0,4.0,4.6,2.0,1.96,1.8,2.8,6.3999999999999995,3.4,1.8
(40-44),Male,Stara Zagora,3,2020,49,12.0,18.0,13.0,10.0,15.0,13.6,2.7,1.96,2.4,11.2,16.0,-10.6,2.4
(45-49),Male,Stara Zagora,6,2020,49,12.0,18.0,13.0,10.0,15.0,13.6,2.7,1.96,2.4,11.2,16.0,-7.6,2.4
(50-54),Male,Stara Zagora,6,2020,49,12.0,18.0,13.0,10.0,15.0,13.6,2.7,1.96,2.4,11.2,16.0,-7.6,2.4
(55-59),Male,Stara Zagora,12,2020,49,12.0,18.0,13.0,10.0,15.0,13.6,2.7,1.96,2.4,11.2,16.0,-1.6,2.4
(60-64),Male,Stara Zagora,8,2020,49,12.0,18.0,13.0,10.0,15.0,13.6,2.7,1.96,2.4,11.2,16.0,-5.6,2.4
(40-44),Male,Yugozapadna i yuzhna tsentralna Bulgaria,13,2020,49,116.0,117.0,128.0,120.0,142.0,124.6,9.7,1.96,8.5,116.1,133.1,-111.6,8.5
(45-49),Male,Yugozapadna i yuzhna tsentralna Bulgaria,30,2020,49,116.0,117.0,128.0,120.0,142.0,124.6,9.7,1.96,8.5,116.1,133.1,-94.6,8.5
(50-54),Male,Yugozapadna i yuzhna tsentralna Bulgaria,47,2020,49,116.0,117.0,128.0,120.0,142.0,124.6,9.7,1.96,8.5,116.1,133.1,-77.6,8.5
(55-59),Male,Yugozapadna i yuzhna tsentralna Bulgaria,94,2020,49,116.0,117.0,128.0,120.0,142.0,124.6,9.7,1.96,8.5,116.1,133.1,-30.6,8.5
(60-64),Male,Yugozapadna i yuzhna tsentralna Bulgaria,113,2020,49,116.0,117.0,128.0,120.0,142.0,124.6,9.7,1.96,8.5,116.1,133.1,-11.6,8.5
(40-44),Male,Yugozapaden,10,2020,49,68.0,63.0,73.0,67.0,81.0,70.4,6.2,1.96,5.4,65.0,75.80000000000001,-60.4,5.4
(45-49),Male,Yugozapaden,15,2020,49,68.0,63.0,73.0,67.0,81.0,70.4,6.2,1.96,5.4,65.0,75.80000000000001,-55.4,5.4
(50-54),Male,Yugozapaden,24,2020,49,68.0,63.0,73.0,67.0,81.0,70.4,6.2,1.96,5.4,65.0,75.80000000000001,-46.4,5.4
(55-59),Male,Yugozapaden,46,2020,49,68.0,63.0,73.0,67.0,81.0,70.4,6.2,1.96,5.4,65.0,75.80000000000001,-24.4,5.4
(60-64),Male,Yugozapaden,61,2020,49,68.0,63.0,73.0,67.0,81.0,70.4,6.2,1.96,5.4,65.0,75.80000000000001,-9.4,5.4
(40-44),Male,Sofia (stolitsa),7,2020,49,33.0,30.0,31.0,34.0,40.0,33.6,3.5,1.96,3.1,30.5,36.7,-26.6,3.1
(45-49),Male,Sofia (stolitsa),9,2020,49,33.0,30.0,31.0,34.0,40.0,33.6,3.5,1.96,3.1,30.5,36.7,-24.6,3.1
(50-54),Male,Sofia (stolitsa),8,2020,49,33.0,30.0,31.0,34.0,40.0,33.6,3.5,1.96,3.1,30.5,36.7,-25.6,3.1
(55-59),Male,Sofia (stolitsa),23,2020,49,33.0,30.0,31.0,34.0,40.0,33.6,3.5,1.96,3.1,30.5,36.7,-10.6,3.1
(60-64),Male,Sofia (stolitsa),28,2020,49,33.0,30.0,31.0,34.0,40.0,33.6,3.5,1.96,3.1,30.5,36.7,-5.6,3.1
(40-44),Male,Sofia,0,2020,49,7.0,13.0,12.0,13.0,7.0,10.4,2.8,1.96,2.5,7.9,12.9,-10.4,2.5
(45-49),Male,Sofia,1,2020,49,7.0,13.0,12.0,13.0,7.0,10.4,2.8,1.96,2.5,7.9,12.9,-9.4,2.5
(50-54),Male,Sofia,4,2020,49,7.0,13.0,12.0,13.0,7.0,10.4,2.8,1.96,2.5,7.9,12.9,-6.4,2.5
(55-59),Male,Sofia,4,2020,49,7.0,13.0,12.0,13.0,7.0,10.4,2.8,1.96,2.5,7.9,12.9,-6.4,2.5
(60-64),Male,Sofia,13,2020,49,7.0,13.0,12.0,13.0,7.0,10.4,2.8,1.96,2.5,7.9,12.9,2.6,2.5
(40-44),Male,Blagoevgrad,1,2020,49,14.0,11.0,15.0,8.0,13.0,12.2,2.5,1.96,2.2,10.0,14.399999999999999,-11.2,2.2
(45-49),Male,Blagoevgrad,2,2020,49,14.0,11.0,15.0,8.0,13.0,12.2,2.5,1.96,2.2,10.0,14.399999999999999,-10.2,2.2
(50-54),Male,Blagoevgrad,3,2020,49,14.0,11.0,15.0,8.0,13.0,12.2,2.5,1.96,2.2,10.0,14.399999999999999,-9.2,2.2
(55-59),Male,Blagoevgrad,8,2020,49,14.0,11.0,15.0,8.0,13.0,12.2,2.5,1.96,2.2,10.0,14.399999999999999,-4.2,2.2
(60-64),Male,Blagoevgrad,7,2020,49,14.0,11.0,15.0,8.0,13.0,12.2,2.5,1.96,2.2,10.0,14.399999999999999,-5.2,2.2
(40-44),Male,Pernik,2,2020,49,4.0,5.0,8.0,4.0,10.0,6.2,2.4,1.96,2.1,4.1,8.3,-4.2,2.1
(45-49),Male,Pernik,1,2020,49,4.0,5.0,8.0,4.0,10.0,6.2,2.4,1.96,2.1,4.1,8.3,-5.2,2.1
(50-54),Male,Pernik,5,2020,49,4.0,5.0,8.0,4.0,10.0,6.2,2.4,1.96,2.1,4.1,8.3,-1.2,2.1
(55-59),Male,Pernik,4,2020,49,4.0,5.0,8.0,4.0,10.0,6.2,2.4,1.96,2.1,4.1,8.3,-2.2,2.1
(60-64),Male,Pernik,6,2020,49,4.0,5.0,8.0,4.0,10.0,6.2,2.4,1.96,2.1,4.1,8.3,-0.2,2.1
(40-44),Male,Kyustendil,0,2020,49,10.0,4.0,7.0,8.0,11.0,8.0,2.4,1.96,2.1,5.9,10.1,-8.0,2.1
(45-49),Male,Kyustendil,2,2020,49,10.0,4.0,7.0,8.0,11.0,8.0,2.4,1.96,2.1,5.9,10.1,-6.0,2.1
(50-54),Male,Kyustendil,4,2020,49,10.0,4.0,7.0,8.0,11.0,8.0,2.4,1.96,2.1,5.9,10.1,-4.0,2.1
(55-59),Male,Kyustendil,7,2020,49,10.0,4.0,7.0,8.0,11.0,8.0,2.4,1.96,2.1,5.9,10.1,-1.0,2.1
(60-64),Male,Kyustendil,7,2020,49,10.0,4.0,7.0,8.0,11.0,8.0,2.4,1.96,2.1,5.9,10.1,-1.0,2.1
(40-44),Male,Yuzhen tsentralen,3,2020,49,48.0,54.0,55.0,53.0,61.0,54.2,4.2,1.96,3.7,50.5,57.900000000000006,-51.2,3.7
(45-49),Male,Yuzhen tsentralen,15,2020,49,48.0,54.0,55.0,53.0,61.0,54.2,4.2,1.96,3.7,50.5,57.900000000000006,-39.2,3.7
(50-54),Male,Yuzhen tsentralen,23,2020,49,48.0,54.0,55.0,53.0,61.0,54.2,4.2,1.96,3.7,50.5,57.900000000000006,-31.2,3.7
(55-59),Male,Yuzhen tsentralen,48,2020,49,48.0,54.0,55.0,53.0,61.0,54.2,4.2,1.96,3.7,50.5,57.900000000000006,-6.2,3.7
(60-64),Male,Yuzhen tsentralen,52,2020,49,48.0,54.0,55.0,53.0,61.0,54.2,4.2,1.96,3.7,50.5,57.900000000000006,-2.2,3.7
(40-44),Male,Plovdiv,1,2020,49,26.0,32.0,28.0,21.0,28.0,27.0,3.6,1.96,3.2,23.8,30.2,-26.0,3.2
(45-49),Male,Plovdiv,6,2020,49,26.0,32.0,28.0,21.0,28.0,27.0,3.6,1.96,3.2,23.8,30.2,-21.0,3.2
(50-54),Male,Plovdiv,12,2020,49,26.0,32.0,28.0,21.0,28.0,27.0,3.6,1.96,3.2,23.8,30.2,-15.0,3.2
(55-59),Male,Plovdiv,22,2020,49,26.0,32.0,28.0,21.0,28.0,27.0,3.6,1.96,3.2,23.8,30.2,-5.0,3.2
(60-64),Male,Plovdiv,32,2020,49,26.0,32.0,28.0,21.0,28.0,27.0,3.6,1.96,3.2,23.8,30.2,5.0,3.2
(40-44),Male,Haskovo,0,2020,49,9.0,6.0,8.0,11.0,10.0,8.8,1.7,1.96,1.5,7.300000000000001,10.3,-8.8,1.5
(45-49),Male,Haskovo,1,2020,49,9.0,6.0,8.0,11.0,10.0,8.8,1.7,1.96,1.5,7.300000000000001,10.3,-7.8,1.5
(50-54),Male,Haskovo,2,2020,49,9.0,6.0,8.0,11.0,10.0,8.8,1.7,1.96,1.5,7.300000000000001,10.3,-6.8,1.5
(55-59),Male,Haskovo,11,2020,49,9.0,6.0,8.0,11.0,10.0,8.8,1.7,1.96,1.5,7.300000000000001,10.3,2.2,1.5
(60-64),Male,Haskovo,5,2020,49,9.0,6.0,8.0,11.0,10.0,8.8,1.7,1.96,1.5,7.300000000000001,10.3,-3.8,1.5
(40-44),Male,Pazardzhik,0,2020,49,7.0,6.0,7.0,8.0,8.0,7.2,0.7,1.96,0.6,6.6000000000000005,7.8,-7.2,0.6
(45-49),Male,Pazardzhik,3,2020,49,7.0,6.0,7.0,8.0,8.0,7.2,0.7,1.96,0.6,6.6000000000000005,7.8,-4.2,0.6
(50-54),Male,Pazardzhik,5,2020,49,7.0,6.0,7.0,8.0,8.0,7.2,0.7,1.96,0.6,6.6000000000000005,7.8,-2.2,0.6
(55-59),Male,Pazardzhik,12,2020,49,7.0,6.0,7.0,8.0,8.0,7.2,0.7,1.96,0.6,6.6000000000000005,7.8,4.8,0.6
(60-64),Male,Pazardzhik,11,2020,49,7.0,6.0,7.0,8.0,8.0,7.2,0.7,1.96,0.6,6.6000000000000005,7.8,3.8,0.6
(40-44),Male,Smolyan,2,2020,49,5.0,5.0,6.0,6.0,7.0,5.8,0.7,1.96,0.6,5.2,6.3999999999999995,-3.8,0.6
(45-49),Male,Smolyan,3,2020,49,5.0,5.0,6.0,6.0,7.0,5.8,0.7,1.96,0.6,5.2,6.3999999999999995,-2.8,0.6
(50-54),Male,Smolyan,2,2020,49,5.0,5.0,6.0,6.0,7.0,5.8,0.7,1.96,0.6,5.2,6.3999999999999995,-3.8,0.6
